feature,mean_abs_shap
los_category,1.7363275729194023
age,0.13404127957360684
number_of_procedures_category,0.10362133864067315
pay1,0.06829502810982596
aprdrg_severity,0.06195416825791939
comorbidity_primary,0.05906397260739309
h_contrl,0.039821579440034074
days_to_surgery,0.03810005852095711
comorbidity_secondary,0.03676325034113146
totchg,0.03652729273643581
samedayevent,0.029542923057949765
pl_nchs,0.020954484041467398
hosp_bedsize,0.02053031197838557
zipinc_qrtl,0.01881548251456352
aprdrg_risk_mortality,0.015751055857145736
hosp_urcat4,0.010759196155118713
dqtr,0.009391156283667655
female,0.0076922271841868
resident,0.003946330469506712
hosp_ur_teach,0.003914471896841767
elective,0.002964399850996486
died,0.0003039164177039314
aweekend,0.0
rehabtransfer,0.0
