feature,mean_abs_shap
height,0.4532681162464314
othsysep_Systemic Sepsis,0.19629197454336506
ethnicity_hispanic_Yes,0.1542096145608197
surgane,0.15035378637540994
bmi_quality_flag,0.147743923943046
ped_sap_name3_nan,0.14604899870014013
race_White,0.134584850111724
optime,0.123623753172253
ostomy,0.12258688111111747
prsgot,0.11682996903352087
prwbc,0.11278575347212105
age_days,0.1071660830290435
prhct,0.10045384618494294
ped_spn_post_neurodeftype_nan,0.09548653656412784
weight,0.08897470659344982
prcreat,0.08620729395958174
crd_icd9_1,0.08111121300922379
ped_spn_antibio_wnd,0.07879392943571387
pralkph,0.0781001901929996
bleed_ml_tot,0.07491599247975946
ped_sap_timelast,0.07480062549449379
acq_abnormality,0.07219387814934072
prbun,0.06687845374949568
ped_sap_time1,0.06188039657554255
caseid,0.06183297219769133
impcogstat,0.051665627591849554
othercpt2,0.049877728483700846
anesurg,0.04908629441219544
prplate,0.0471220465390498
surgspec_Pediatric Orthopedic Surgery,0.04612899780001008
ped_sap_time2,0.044049913141384234
prptt,0.04379562196424548
nutrition_at_discharge,0.04369763772287214
inout_Outpatient,0.043077694581057105
anetime,0.04235718959543293
othercpt1,0.04227374413945846
yrdeath,0.04146633033621262
asthma,0.04087218774790127
dpatrm,0.04070394064639835
tothlos,0.0404971350779294
ped_spn_post_trnsvol_allogen,0.03611758192351197
ped_spn_trnsvol_cell,0.03540618091182481
othercpt6,0.03428681253970225
race_Black or African American,0.03362575763308914
cerebral_palsy,0.033436387120414295
ped_spn_trnsvol_allogen,0.03222480564197708
podiag,0.03036290284748232
othercpt3,0.030317206422548582
used_vancomycin,0.030007015598002697
ped_sap_name3_Vancomycin,0.02960625812875103
ped_sap_intraop_findings,0.028096697430847216
prpt,0.025957929322995617
ethnicity_hispanic_Unkn,0.025902900842257624
ped_sap_allergy,0.02578712954395164
prinr,0.025363396287988275
bleeding_allogeneic,0.02500811127295571
othercpt4,0.024937337401155356
race_Unknown/Not Reported,0.02470167142726703
wndinf,0.02346952697772404
othseshock_Septic Shock,0.02045754224728373
dothbleed,0.019753502441663105
pralbum,0.0197069521340648
ped_spn_neuromon,0.018955043807341643
ped_spn_post_neurodeftype_Spinal cord injury,0.01881993611535722
tracheostomy,0.018379690214694638
prbili,0.018136871603926005
