bins,best_params,holdout,threshold_tuned,auc,confusion_matrix
"{'edges': [-inf, 0, inf], 'labels': [0, 1], 'positive_bin': 1}","{'classifier__class_weight': 'balanced', 'classifier__max_depth': 3, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 3, 'classifier__n_estimators': 150}","{'accuracy': 0.9260089686098655, 'f1': 0.1951219512195122, 'precision': 0.3333333333333333, 'recall': 0.13793103448275862, 'roc_auc': 0.57206648474324, 'confusion_matrix': array([[409,   8],
       [ 25,   4]]), 'report': '              precision    recall  f1-score   support\n\n           0      0.942     0.981     0.961       417\n           1      0.333     0.138     0.195        29\n\n    accuracy                          0.926       446\n   macro avg      0.638     0.559     0.578       446\nweighted avg      0.903     0.926     0.911       446\n'}","{'thr': 0.5, 'f1': 0.1951219512195122, 'acc': 0.9260089686098655, 'rec': 0.13793103448275862, 'prec': 0.3333333333333333, 'auc': 0.57206648474324, 'cm': array([[409,   8],
       [ 25,   4]])}",0.57206648474324,"[[409   8]
 [ 25   4]]"
