feature,mean_abs_shap
age,0.05774968609235191
totchg,0.029742007219268486
aprdrg_severity,0.01966381861561973
number_of_procedures_category,0.014570712420418675
comorbidity_secondary,0.013495315548882112
female,0.01117496501409473
pay1,0.009199267922594548
comorbidity_primary,0.009186974829954227
days_to_surgery,0.008507688871868108
h_contrl,0.006800683883392962
pl_nchs,0.0064044251601987475
hosp_bedsize,0.005116329693855069
hosp_urcat4,0.004878130161927759
zipinc_qrtl,0.004876095039616224
dqtr,0.0037886774524724695
elective,0.0036098527731314757
aprdrg_risk_mortality,0.003548255255085368
hosp_ur_teach,0.0029933168835328855
resident,0.0013106295537062536
samedayevent,0.0011708533509728594
aweekend,0.0010617364916175294
rehabtransfer,0.0005785805743821109
died,0.0
