feature,mean_abs_shap
height,0.015920422836702464
ped_sap_name3_nan,0.005727689202970026
othsysep_Systemic Sepsis,0.005427260769660798
ostomy,0.005236508901714122
prcreat,0.005054285936992888
ethnicity_hispanic_Yes,0.00468949945854404
ped_spn_post_neurodeftype_nan,0.0039856076970803175
ped_sap_timelast,0.003885784515945075
ped_sap_name3_Vancomycin,0.003671995577460896
surgane,0.0036703574817811458
race_White,0.003351613488889733
caseid,0.0031978651616449555
nutrition_at_discharge,0.0031863754185102264
anesurg,0.0029919466970794568
prsgot,0.0028895456555182815
tothlos,0.002867363816516639
podiag,0.0028140598704755495
prhct,0.002691141334750405
dpatrm,0.0026605152222854696
anetime,0.0026562345294610986
prwbc,0.002583950173686703
bleed_ml_tot,0.002227241489697557
race_Black or African American,0.0021966958289875416
optime,0.0020879042792296097
yrdeath,0.002072308542716399
prinr,0.001978823605283065
esovar,0.0019282634159912017
ped_spn_trnsvol_cell,0.001906362411663246
prsepis_nan,0.001899425930821659
age_days,0.0018931125232353944
crd_icd9_1,0.0018847477117470927
impcogstat,0.00174176484832489
ped_sap_time2,0.00164470962309504
ped_sap_time1,0.0015371828278287383
transt_Home/Permanent Residence,0.0015145063327842716
othercpt2,0.001487244293673655
pralkph,0.0013022864096616778
othercpt1,0.0012985148040884212
ped_spn_trnsvol_allogen,0.001284197936423654
bleeding_allogeneic,0.0012711569562061232
prbun,0.0012700337291095968
weight,0.0012346830520066048
used_vancomycin,0.001195425363553651
surgspec_Pediatric Orthopedic Surgery,0.001178211637036276
prbili,0.0011409001629072435
bleeding_autologous,0.0011291266601690868
operyr,0.001087522469904626
pufyear,0.0010819994026100386
ped_spn_post_trnsvol_allogen,0.0010741449896461547
admyr,0.0010302752553508808
transt_Admitted from home/clinic/doctor's office,0.000985555045895647
bmi_quality_flag,0.000961226931522669
othercpt3,0.0009279749362444419
used_cefoxitin,0.0008736108685552531
othercpt6,0.0008444562182629591
prsodm,0.0007286861354762788
daysinicu,0.0007268026676651959
onvent48hrs_On Ventilator _ 48 hours,0.0007025937004334935
race_Unknown/Not Reported,0.0006584695980233364
prptt,0.0006555531598534532
prplate,0.0005967024863081726
asaclas_ASA 2 – Mild Systemic D,0.0005907468892290053
combo_abx_regimen_cefazolin_cefoxitin,0.0005706941479528702
oupneumo_Pneumonia,0.0005538719157115062
hdisdt,0.000544990702341246
othercpt5,0.0005374844980182417
ped_sap_name2_CefOXitin,0.0005304452239295904
prpt,0.0005227233746723082
ped_sap_name2_Gentamicin _Garamycin_,0.0005213580502098393
used_metronidazole,0.0005093969303546883
ventilat,0.0005003551345291868
donvent48hrs,0.0004808080661501659
othercpt8,0.0004335277249625358
combo_abx_regimen_cefazolin_gentamicin,0.0004330566148193221
nutr_support,0.00042145675845625013
ped_sap_name2_CefTRIAXone _Rocephin_,0.0003887323500230747
cpt,0.0003742805655575582
hxcld,0.00036132997389853465
dothbleed,0.0003493638822564499
nonvent48hrs,0.0003476004376653253
"prncptx_ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; UP TO 6 VERTEBRAL SEGMENTS",0.0003413098412098139
acq_abnormality,0.00032641149260031175
surgspec_Orthopedics,0.00031520723342674583
othbleed_No Complication,0.00031065151822588083
ped_spn_antibio_wnd,0.0002995206739940186
combo_abx_regimen_cefazolin_vancomycin,0.00029895668272042486
struct_pulm_ab,0.0002985264020935031
ped_spn_icudays_2 days,0.00029773229161275514
ped_spn_icudays_4 days,0.00028009572925862436
ped_sap_name1_CefTRIAXone _Rocephin_,0.00027822347239565295
tracheostomy,0.00026686337711917746
sex,0.0002531602973742126
workrvu,0.00024753688215142176
urninfec_Urinary Tract Infection,0.00023878214277101497
cerebral_palsy,0.00023711108640991303
ped_sap_time3,0.00023252803137423496
pralbum,0.00022558117653249837
combo_abx_regimen_cefazolin,0.00022468750881164286
othercpt4,0.0002228092170390172
ped_sap_name3_Other,0.00021646613418517242
prvpcs,0.00021573100492747521
othercpt7,0.00020247519336799553
ped_sap_allergy,0.0001941086224925246
combo_abx_regimen_cefazolin_ceftazidime_vancomycin,0.0001818508074338358
combo_abx_regimen_cefazolin_gentamicin_metronidazole,0.00016056232579219774
ped_sap_name1_Cefepime _Maxipime_,0.00015633545473638859
prem_birth_29-30 completed weeks gestation,0.0001522014146379124
nothbleed,0.00015008066240579924
used_ceftriaxone,0.00014948183148152602
surgspec_Pediatric Neurosurgery,0.00014833624135819517
inout_Outpatient,0.00014823823110154767
used_cefazolin,0.00013688509677744072
ped_sap_name3_Gentamicin _Garamycin_,0.0001352383532830864
ped_sap_name1_CeFAZoLin _Kefzol_,0.0001336335509248095
crf_No cardiac risk factors,0.00011824619874790878
combo_abx_regimen_cefazolin_ceftriaxone_vancomycin,0.00011801182431060097
ped_sap_name3_Metronidazole _Flagyl_,0.00011541485980863769
race_Some Other Race,0.0001107036873804176
combo_abx_regimen_cefazolin_ceftazidime_ceftriaxone,0.00010919235076824374
ped_sap_redosed,0.00010624119205216437
ped_spn_icudays_1 day,0.00010169750438776113
