feature,mean_abs_shap
hosp_bedsize,0.2468240573786414
i10_npr,0.1684549689943427
comorbidity_blood_disorders,0.1649091540996365
totchg,0.15661134343916228
comorbidity_abnormal_findings,0.14102596370272136
h_contrl,0.14082145220656012
hosp_urcat4,0.1362299591329335
pl_nchs,0.128660126078075
comorbidity_injury,0.1282509917542806
comorbidity_health_status,0.12029415122226418
aprdrg_severity,0.0815351368105675
age,0.07443450353139273
female,0.06650856413626581
i10_ndx,0.06299831772178219
comorbidity_external_causes,0.04496317766406986
prday1,0.03777289041088759
comorbidity_congenital,0.03676776058228014
pay1,0.03651053548396591
comorbidity_digestive,0.03218835397493359
dqtr,0.030286666586965844
zipinc_qrtl,0.025298916008376023
hosp_ur_teach,0.0241214303371133
resident,0.02086488228083714
comorbidity_nervous_system,0.020329958639873042
comorbidity_mental_health,0.02007433918983194
comorbidity_respiratory,0.018928588561373486
aprdrg_risk_mortality,0.017846003426364887
elective,0.01346238482838026
comorbidity_skin,0.011985122176131348
comorbidity_musculoskeletal,0.01089647512451917
comorbidity_circulatory,0.010805264833465306
comorbidity_genitourinary,0.009022132913661258
comorbidity_endocrine,0.00749530800379607
aweekend,0.006744174993274283
samedayevent,0.0032727057487049248
comorbidity_sensory_organs,0.002793532827770168
rehabtransfer,0.0024681503139320914
comorbidity_infectious,0.0017622408833525486
comorbidity_perinatal,0.001006577671226084
comorbidity_neoplasms,0.0005409984904326191
died,0.0004125599922133927
comorbidity_pregnancy,0.00013153208988184533
comorbidity_special_codes,9.009339116976264e-05
