auc,accuracy,precision,recall,f1,confusion_matrix,best_params,feature_importances
0.8696317247748787,0.8706365503080082,0.878125,0.9894366197183099,0.9304635761589404,"[[  5 117]
 [  9 843]]","{'classifier__depth': 3, 'classifier__iterations': 100, 'classifier__learning_rate': 0.1}","[2.08869501e+00 0.00000000e+00 7.40114973e-03 2.10897615e-01
 7.58647130e-03 2.41415450e-02 5.79693587e-01 2.49068056e-01
 0.00000000e+00 1.79581593e-02 7.44022767e-01 5.31580643e-01
 3.49576917e-01 2.54393347e-01 2.03294094e-01 5.64358823e-02
 3.14170421e-02 1.60228570e-01 1.65065881e+00 4.09255668e-01
 7.38949122e-01 1.13937252e+00 1.46317676e+00 8.90821963e+01]"
