auc,accuracy,precision,recall,f1,confusion_matrix,best_params,feature_importances
0.7861541845375564,0.911578947368421,0.911578947368421,1.0,0.9537444933920705,"[[  0  42]
 [  0 433]]","{'classifier__depth': 7, 'classifier__iterations': 200, 'classifier__learning_rate': 0.01}","[5.25764665e+00 3.42517570e-01 4.52571374e-02 4.44627239e+00
 2.39207042e+00 1.25316291e+00 5.38192090e+00 1.29697163e+01
 2.16625423e+00 3.67066810e+00 5.20986356e+00 1.11398267e-01
 5.71924399e-01 5.41007795e-01 7.51272282e+00 4.16534999e+00
 4.27208479e+00 5.36086322e+00 3.43227519e+00 6.20375936e-01
 4.04821431e+00 6.91771987e+00 1.77337895e-01 3.13575091e-01
 2.04115300e+00 6.81075715e-01 7.53730548e-01 1.61805791e+00
 1.77679890e-01 1.08962493e+00 7.20941391e-01 8.30878169e-01
 3.03509169e-01 6.54075979e-01 5.14431068e-01 1.05091617e-03
 2.33486724e-02 7.28431395e-01 2.08884155e+00 2.58078186e+00
 4.84964466e-03 1.86440067e+00 2.14293781e+00]"
