feature,mean_abs_shap
age,0.0593086281784077
totchg,0.02392237103680822
aprdrg_severity,0.021760296035855446
number_of_procedures_category,0.016363201258198276
female,0.014188612832863996
comorbidity_secondary,0.011390674205257478
comorbidity_primary,0.010140528972969125
pay1,0.010035759029638845
days_to_surgery,0.00836952874375967
pl_nchs,0.007228426305300061
hosp_bedsize,0.006096702244581405
h_contrl,0.0058732492125043835
hosp_urcat4,0.005345456895487899
zipinc_qrtl,0.005055376794460462
dqtr,0.0040412347210660084
aprdrg_risk_mortality,0.0038830970403938916
elective,0.00374298667775728
hosp_ur_teach,0.0029733987036157346
resident,0.001364231516574414
samedayevent,0.0010385591107503532
aweekend,0.0007768435342868227
rehabtransfer,0.0003445092195256308
died,0.0
