feature,mean_abs_shap
height,0.011460117747434944
podiag10,0.011124807807117255
anetime,0.01044326774436843
weight,0.008202010598828273
prcreat,0.007815395623693334
bleed_ml_tot,0.0077996315314752575
dothbleed,0.007286997042243329
dpatrm,0.007222118039761226
workrvu,0.00629237485531558
nothbleed,0.005994715970400819
operyr,0.004924732164962695
apgar_5min_Unknown,0.004815642046267364
othbleed_No Complication,0.004747432051569936
prsgot,0.004575982571155078
ostomy,0.0045644280274871355
prhct,0.004115111248210668
"prncptx_ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; 7 TO 12 VERTEBRAL SEGMENTS",0.004011192288334588
apgar_1min_Unknown,0.003935545746788723
birth_location_nan,0.003562091480297988
dischdest_Home,0.0034003221187537042
apgar_5min_nan,0.0033941937830768184
hdisdt,0.003384651421978894
prpt,0.0033029579148805524
cpt,0.0032031969701736404
delivery_mode_nan,0.003149134380755042
nutr_support,0.002979915816490445
cerebral_palsy,0.0029308596425434517
asaclas_ASA 2 - Mild Disturb,0.0028756396203439487
optime,0.0025730601933391206
"prncptx_ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; UP TO 6 VERTEBRAL SEGMENTS",0.002441446150387478
apgar_1min_nan,0.00242815360199081
prwbc,0.0023423794906937572
dprhct,0.0022625004256651214
neuromuscdis,0.0022066421952825037
seizure,0.0021471684155407703
pufyear,0.002140474879999165
prbili,0.002134366496623167
prplate,0.0021248545660921036
dprpt,0.0019922907348788824
pralbum,0.00196004315670022
prsodm,0.0018903346003627094
admyr,0.0018562130919658323
dprwbc,0.0017943318196654901
readmission1,0.0016879968841667953
prinr,0.0016509502382876361
dprbili,0.0016365158080571772
age_years,0.0016304652840990668
impcogstat,0.0015408126371333703
surgane,0.0014615066130646071
dpralbum,0.001436300240611112
anesurg,0.001430790830724066
dprplate,0.0014254061152618122
asaclas_ASA 3 – Severe Systemic,0.001400791586779015
prbun,0.0013934623923492334
caseid,0.0013816509559858431
othercpt1,0.0013783939712827716
esovar,0.0012973489283731236
othercpt10,0.0010845111821493679
bmi,0.0010572335751109973
dprna,0.0010438197615556823
dprcreat,0.0010384182142356801
dprinr,0.0010307486138399831
concpt7,0.0009748615104787747
pralkph,0.0009596316517359709
